alpha,Mach,ci,omega_i,source,primary_ci,primary_omega_i,primary_mismatch,primary_success,secondary_ci,secondary_omega_i,secondary_stage1_mismatch,secondary_stage2_mismatch
0.5099999999999999,0.20999999999999996,0.34679557479404255,0.17686574314496167,primary,0.34679557479404255,0.17686574314496167,3.615106059704637e-06,True,,,,
0.58,0.20999999999999996,0.28709883256714763,0.1665173228889456,primary,0.28709883256714763,0.1665173228889456,4.201960664695914e-07,True,,,,
0.6499999999999999,0.20999999999999996,0.23076845978775298,0.14999949886203942,primary,0.23076845978775298,0.14999949886203942,1.275921944193098e-07,True,,,,
0.72,0.20999999999999996,0.1773199995112822,0.12767039964812318,primary,0.1773199995112822,0.12767039964812318,1.3989235814887424e-06,True,,,,
0.7899999999999999,0.20999999999999996,0.1264187774175741,0.09987083415988353,primary,0.1264187774175741,0.09987083415988353,4.4094002896524764e-07,True,,,,
0.8599999999999999,0.20999999999999996,0.0776758650523821,0.06680124394504859,secondary,0.07767756987594916,0.06680271009331627,3.998742217382889e-07,True,0.0776758650523821,0.06680124394504859,8.822904698157785e-05,1.135959703518257e-28
0.9299999999999999,0.20999999999999996,0.03088427901380236,0.02872237948283619,secondary,0.03091139042050037,0.028747593091065345,6.351142477559191e-08,True,0.03088427901380236,0.02872237948283619,0.00010649189618835144,1.4927220479044596e-27
1.0,0.20999999999999996,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.27999999999999997,0.8968102599689552,0.017936205199379104,primary,0.8968102599689552,0.017936205199379104,1.5252063963622914e-07,True,,,,
0.09,0.27999999999999997,0.7912543528619259,0.07121289175757332,primary,0.7912543528619259,0.07121289175757332,2.009577337123286e-07,True,,,,
0.15999999999999998,0.27999999999999997,0.6968550083263915,0.11149680133222262,primary,0.6968550083263915,0.11149680133222262,2.1091102676113697e-07,True,,,,
0.22999999999999995,0.27999999999999997,0.6114131930816056,0.14062503440876925,primary,0.6114131930816056,0.14062503440876925,3.071887343961653e-06,True,,,,
0.3,0.27999999999999997,0.5333739498060202,0.16001218494180605,primary,0.5333739498060202,0.16001218494180605,4.263024194458079e-06,True,,,,
0.37,0.27999999999999997,0.4613858294783164,0.17071275690697707,primary,0.4613858294783164,0.17071275690697707,8.311641175821199e-07,True,,,,
0.43999999999999995,0.27999999999999997,0.394541264947558,0.17359815657692548,primary,0.394541264947558,0.17359815657692548,2.2532204481326423e-06,True,,,,
0.5099999999999999,0.27999999999999997,0.3320063242923912,0.16932322538911948,primary,0.3320063242923912,0.16932322538911948,3.268130816201821e-06,True,,,,
0.58,0.27999999999999997,0.2732377678112345,0.158477905330516,primary,0.2732377678112345,0.158477905330516,3.4928944022392418e-06,True,,,,
0.6499999999999999,0.27999999999999997,0.2175819641658106,0.14142827670777688,primary,0.2175819641658106,0.14142827670777688,3.326547543713171e-06,True,,,,
0.72,0.27999999999999997,0.16472493486589196,0.11860195310344221,primary,0.16472493486589196,0.11860195310344221,2.5578165528481606e-06,True,,,,
0.7899999999999999,0.27999999999999997,0.11430458467969475,0.09030062189695884,primary,0.11430458467969475,0.09030062189695884,4.172058100763987e-07,True,,,,
0.8599999999999999,0.27999999999999997,0.0659530169619337,0.05671959458726297,secondary,0.06593760187894793,0.056706337615895205,7.567024380705778e-08,True,0.0659530169619337,0.05671959458726297,6.836773534427042e-05,9.545216953174243e-29
0.9299999999999999,0.27999999999999997,0.01942122111879132,0.018061735640475925,secondary,0.02505405601853409,0.0233002720972367,1.9555080257183804e-05,True,0.01942122111879132,0.018061735640475925,3.665470589362203e-05,5.1757163991550585e-27
1.0,0.27999999999999997,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.35,0.8634477492623531,0.017268954985247064,primary,0.8634477492623531,0.017268954985247064,1.7405971143265916e-07,True,,,,
0.09,0.35,0.7609509047993082,0.06848558143193773,primary,0.7609509047993082,0.06848558143193773,9.710029103492633e-08,True,,,,
0.15999999999999998,0.35,0.6692635810821308,0.10708217297314092,primary,0.6692635810821308,0.10708217297314092,9.120895190697226e-07,True,,,,
0.22999999999999995,0.35,0.5862120452396546,0.13482877040512053,primary,0.5862120452396546,0.13482877040512053,3.34236497655932e-07,True,,,,
0.3,0.35,0.5101600407967453,0.15304801223902356,primary,0.5101600407967453,0.15304801223902356,6.864794294520436e-07,True,,,,
0.37,0.35,0.439903393461323,0.16276425558068952,primary,0.439903393461323,0.16276425558068952,1.7747033420716096e-06,True,,,,
0.43999999999999995,0.35,0.37451490246230473,0.16478655708341405,primary,0.37451490246230473,0.16478655708341405,1.021257938813025e-06,True,,,,
0.5099999999999999,0.35,0.3132115229348772,0.15973787669678735,primary,0.3132115229348772,0.15973787669678735,2.1994713275512445e-07,True,,,,
0.58,0.35,0.2554280243848159,0.1481482541431932,primary,0.2554280243848159,0.1481482541431932,1.911447904453384e-06,True,,,,
0.6499999999999999,0.35,0.20062709409068086,0.13040761115894253,primary,0.20062709409068086,0.13040761115894253,3.161851623856293e-07,True,,,,
0.72,0.35,0.14844618913122662,0.10688125617448316,primary,0.14844618913122662,0.10688125617448316,2.7363519442512307e-08,True,,,,
0.7899999999999999,0.35,0.09853178896857635,0.07784011328517532,primary,0.09853178896857635,0.07784011328517532,2.677608853165342e-07,True,,,,
0.8599999999999999,0.35,0.05056931511548204,0.043489610999314546,secondary,0.05059617070302527,0.04351270680460173,1.7947423861788478e-07,True,0.05056931511548204,0.043489610999314546,6.928213690834327e-05,6.407522702657668e-28
0.9299999999999999,0.35,0.004360887734326977,0.0040556255929240885,secondary,0.02505405601853409,0.0233002720972367,7.143817381810146e-05,True,0.004360887734326977,0.0040556255929240885,7.455867608656733e-05,9.941619558047801e-26
1.0,0.35,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.41999999999999993,0.8262307702624282,0.016524615405248563,primary,0.8262307702624282,0.016524615405248563,3.9522335363705724e-07,True,,,,
0.09,0.41999999999999993,0.7265779258386945,0.0653920133254825,primary,0.7265779258386945,0.0653920133254825,4.780803009836812e-07,True,,,,
0.15999999999999998,0.41999999999999993,0.6375122930050927,0.10200196688081482,primary,0.6375122930050927,0.10200196688081482,4.6457906297675544e-07,True,,,,
0.22999999999999995,0.41999999999999993,0.5567799079217458,0.12805937882200152,primary,0.5567799079217458,0.12805937882200152,1.5516462904038159e-06,True,,,,
0.3,0.41999999999999993,0.4827719030292097,0.1448315709087629,primary,0.4827719030292097,0.1448315709087629,2.087179978921966e-06,True,,,,
0.37,0.41999999999999993,0.41427651912757124,0.15328231207720136,primary,0.41427651912757124,0.15328231207720136,3.143060685498883e-06,True,,,,
0.43999999999999995,0.41999999999999993,0.3503939760460574,0.15417334946026523,primary,0.3503939760460574,0.15417334946026523,1.7770142924852794e-08,True,,,,
0.5099999999999999,0.41999999999999993,0.29038333501251323,0.1480955008563817,primary,0.29038333501251323,0.1480955008563817,3.0575926224657435e-06,True,,,,
0.58,0.41999999999999993,0.23364249678789356,0.13551264813697825,primary,0.23364249678789356,0.13551264813697825,1.8826426547019492e-06,True,,,,
0.6499999999999999,0.41999999999999993,0.17972939404972857,0.11682410613232355,primary,0.17972939404972857,0.11682410613232355,1.5513683050399213e-06,True,,,,
0.72,0.41999999999999993,0.12821370242984534,0.09231386574948865,primary,0.12821370242984534,0.09231386574948865,1.1820364606859955e-06,True,,,,
0.7899999999999999,0.41999999999999993,0.0788765071125775,0.06231244061893622,secondary,0.07886590874592746,0.06230406790928269,2.2780539536129338e-08,True,0.0788765071125775,0.06231244061893622,5.211720042752784e-05,3.920835914174734e-27
0.8599999999999999,0.41999999999999993,0.03131325723452613,0.02692940122169247,secondary,0.03132466493546221,0.026939211844497497,5.925214022119846e-08,True,0.03131325723452613,0.02692940122169247,0.00012994452378825957,6.17855582491727e-27
0.9299999999999999,0.41999999999999993,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.41999999999999993,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.48999999999999994,0.7862669629891316,0.01572533925978263,primary,0.7862669629891316,0.01572533925978263,1.3852938265436227e-07,True,,,,
0.09,0.48999999999999994,0.688987011514646,0.06200883103631814,primary,0.688987011514646,0.06200883103631814,8.492050992117348e-07,True,,,,
0.15999999999999998,0.48999999999999994,0.6022127571882159,0.09635404115011452,primary,0.6022127571882159,0.09635404115011452,1.5912828453729967e-06,True,,,,
0.22999999999999995,0.48999999999999994,0.5235753362906337,0.12042232734684573,primary,0.5235753362906337,0.12042232734684573,1.1523166980834804e-06,True,,,,
0.3,0.48999999999999994,0.45147342247471456,0.13544202674241437,primary,0.45147342247471456,0.13544202674241437,1.7622626424639715e-06,True,,,,
0.37,0.48999999999999994,0.38463866037068406,0.1423163043371531,primary,0.38463866037068406,0.1423163043371531,9.677765017311254e-07,True,,,,
0.43999999999999995,0.48999999999999994,0.3221565032686283,0.14174886143819646,primary,0.3221565032686283,0.14174886143819646,2.7787414759450346e-06,True,,,,
0.5099999999999999,0.48999999999999994,0.26336160135359526,0.13431441669033356,primary,0.26336160135359526,0.13431441669033356,1.0509031663011315e-06,True,,,,
0.58,0.48999999999999994,0.20767064626585985,0.12044897483419871,primary,0.20767064626585985,0.12044897483419871,1.4586859823570442e-06,True,,,,
0.6499999999999999,0.48999999999999994,0.15458834424313583,0.10048242375803827,primary,0.15458834424313583,0.10048242375803827,3.6808327942637175e-07,True,,,,
0.72,0.48999999999999994,0.10376000564166774,0.07470720406200076,primary,0.10376000564166774,0.07470720406200076,4.908958231367166e-07,True,,,,
0.7899999999999999,0.48999999999999994,0.054934624238098376,0.043398353148097715,secondary,0.05490888079613558,0.043378015828947104,7.411980749820468e-08,True,0.054934624238098376,0.043398353148097715,8.660050227897501e-05,8.989513749252616e-27
0.8599999999999999,0.48999999999999994,0.007751978382905122,0.006666701409298404,secondary,0.02505405601853409,0.021546488175939314,5.139318226474957e-05,True,0.007751978382905122,0.006666701409298404,1.4625169341036346e-05,4.038496490340711e-25
0.9299999999999999,0.48999999999999994,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.48999999999999994,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.5599999999999999,0.7442717311884677,0.014885434623769353,primary,0.7442717311884677,0.014885434623769353,1.004895433308426e-07,True,,,,
0.09,0.5599999999999999,0.6487454309934139,0.058387088789407245,primary,0.6487454309934139,0.058387088789407245,8.651308328271696e-07,True,,,,
0.15999999999999998,0.5599999999999999,0.5637278559125046,0.09019645694600073,primary,0.5637278559125046,0.09019645694600073,1.547774005169816e-06,True,,,,
0.22999999999999995,0.5599999999999999,0.48683898865575015,0.1119729673908225,primary,0.48683898865575015,0.1119729673908225,2.361011264911516e-06,True,,,,
0.3,0.5599999999999999,0.41626323831103956,0.12487897149331187,primary,0.41626323831103956,0.12487897149331187,1.9715705165656563e-06,True,,,,
0.37,0.5599999999999999,0.35084041490761175,0.12981095351581634,primary,0.35084041490761175,0.12981095351581634,2.0265259259638277e-06,True,,,,
0.43999999999999995,0.5599999999999999,0.289632978682319,0.12743851062022035,primary,0.289632978682319,0.12743851062022035,6.259444393919011e-07,True,,,,
0.5099999999999999,0.5599999999999999,0.23187390127139934,0.11825568964841364,primary,0.23187390127139934,0.11825568964841364,1.5113035061421407e-06,True,,,,
0.58,0.5599999999999999,0.17707354015974325,0.10270265329265107,primary,0.17707354015974325,0.10270265329265107,7.353665963662995e-07,True,,,,
0.6499999999999999,0.5599999999999999,0.12471534911657652,0.08106497692577472,primary,0.12471534911657652,0.08106497692577472,3.090220380766451e-07,True,,,,
0.72,0.5599999999999999,0.074469085887131,0.053617741838734315,secondary,0.07444940319110115,0.05360357029759282,2.415348445469062e-08,True,0.074469085887131,0.053617741838734315,6.39788871730998e-05,8.141167801397283e-28
0.7899999999999999,0.5599999999999999,0.025980614738493918,0.020524685643410194,secondary,0.02597465391107824,0.02051997658975181,2.3921514054336956e-08,True,0.025980614738493918,0.020524685643410194,1.1303013021259496e-05,5.529328230301035e-26
0.8599999999999999,0.5599999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.9299999999999999,0.5599999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.5599999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.6299999999999999,0.7008259019802379,0.014016518039604757,primary,0.7008259019802379,0.014016518039604757,2.0327190293186262e-08,True,,,,
0.09,0.6299999999999999,0.6062239907933695,0.05456015917140326,primary,0.6062239907933695,0.05456015917140326,5.772472603127882e-07,True,,,,
0.15999999999999998,0.6299999999999999,0.5223005797766567,0.08356809276426505,primary,0.5223005797766567,0.08356809276426505,8.928922108088731e-08,True,,,,
0.22999999999999995,0.6299999999999999,0.44649878098016454,0.10269471962543783,primary,0.44649878098016454,0.10269471962543783,1.8565708559108857e-06,True,,,,
0.3,0.6299999999999999,0.3769730357893667,0.11309191073681,primary,0.3769730357893667,0.11309191073681,2.4530038875577274e-06,True,,,,
0.37,0.6299999999999999,0.3125216828612455,0.11563302265866082,primary,0.3125216828612455,0.11563302265866082,2.310286207598579e-06,True,,,,
0.43999999999999995,0.6299999999999999,0.2521817481685237,0.11095996919415041,primary,0.2521817481685237,0.11095996919415041,5.842705729734027e-08,True,,,,
0.5099999999999999,0.6299999999999999,0.1951898134476938,0.09954680485832382,primary,0.1951898134476938,0.09954680485832382,2.794525480222243e-07,True,,,,
0.58,0.6299999999999999,0.14100767940761483,0.0817844540564166,primary,0.14100767940761483,0.0817844540564166,1.4281593753171298e-06,True,,,,
0.6499999999999999,0.6299999999999999,0.08910959269441562,0.05792123525137015,primary,0.08910959269441562,0.05792123525137015,2.479029825403975e-07,True,,,,
0.72,0.6299999999999999,0.03915835158577737,0.028194013141759705,secondary,0.03919805198414287,0.028222597428582866,1.7197658537873584e-07,True,0.03915835158577737,0.028194013141759705,2.3325043498536964e-05,4.78405928566447e-27
0.7899999999999999,0.6299999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.8599999999999999,0.6299999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.9299999999999999,0.6299999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.6299999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.7,0.6562148151643212,0.013124296303286424,primary,0.6562148151643212,0.013124296303286424,4.641694934480727e-08,True,,,,
0.09,0.7,0.5615237213136614,0.05053713491822952,primary,0.5615237213136614,0.05053713491822952,3.699824623927539e-07,True,,,,
0.15999999999999998,0.7,0.4777625468137729,0.07644200749020365,primary,0.4777625468137729,0.07644200749020365,1.3989284091252968e-06,True,,,,
0.22999999999999995,0.7,0.40216308355651215,0.09249750921799778,primary,0.40216308355651215,0.09249750921799778,1.3218779684436976e-06,True,,,,
0.3,0.7,0.3329231859904993,0.0998769557971498,primary,0.3329231859904993,0.0998769557971498,2.567676901448282e-06,True,,,,
0.37,0.7,0.26869131188101797,0.09941578539597665,primary,0.26869131188101797,0.09941578539597665,6.092979441818525e-08,True,,,,
0.43999999999999995,0.7,0.20854443613942986,0.09175955190134913,primary,0.20854443613942986,0.09175955190134913,7.936367751211482e-07,True,,,,
0.5099999999999999,0.7,0.15176200214510824,0.07739862109400518,primary,0.15176200214510824,0.07739862109400518,6.171113862332017e-07,True,,,,
0.58,0.7,0.09766959189271386,0.056648363297774035,primary,0.09766959189271386,0.056648363297774035,2.589764115136506e-07,True,,,,
0.6499999999999999,0.7,0.04585479172171709,0.029805614619116103,secondary,0.0458506259512129,0.02980290686828838,6.237281393434678e-08,True,0.04585479172171709,0.029805614619116103,1.5054612881333829e-05,3.299036027156902e-26
0.72,0.7,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.7899999999999999,0.7,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.8599999999999999,0.7,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.9299999999999999,0.7,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.7,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.7699999999999999,0.6105483698314982,0.012210967396629965,primary,0.6105483698314982,0.012210967396629965,2.612976539855417e-07,True,,,,
0.09,0.7699999999999999,0.5145012825811098,0.046305115432299884,primary,0.5145012825811098,0.046305115432299884,4.757745296554705e-07,True,,,,
0.15999999999999998,0.7699999999999999,0.4295033179936979,0.06872053087899166,primary,0.4295033179936979,0.06872053087899166,3.4798538996313674e-07,True,,,,
0.22999999999999995,0.7699999999999999,0.35273145354729357,0.08112823431587751,primary,0.35273145354729357,0.08112823431587751,1.0542428179943428e-06,True,,,,
0.3,0.7699999999999999,0.2823667084629178,0.08471001253887533,primary,0.2823667084629178,0.08471001253887533,2.0164457770368953e-06,True,,,,
0.37,0.7699999999999999,0.2170083928686676,0.08029310536140702,primary,0.2170083928686676,0.08029310536140702,1.285057749985958e-06,True,,,,
0.43999999999999995,0.7699999999999999,0.15590284812742264,0.06859725317606595,primary,0.15590284812742264,0.06859725317606595,2.1602239574480386e-07,True,,,,
0.5099999999999999,0.7699999999999999,0.09826644904731861,0.050115889014132484,primary,0.09826644904731861,0.050115889014132484,1.2019745366468465e-07,True,,,,
0.58,0.7699999999999999,0.043554079570978364,0.02526136615116745,secondary,0.04355483632178372,0.025261805066634554,5.522121962996118e-08,True,0.043554079570978364,0.02526136615116745,2.177972735068237e-05,1.1346230773219731e-25
0.6499999999999999,0.7699999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.72,0.7699999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.7899999999999999,0.7699999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.8599999999999999,0.7699999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.9299999999999999,0.7699999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.7699999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.8399999999999999,0.5637063251508939,0.011274126503017878,primary,0.5637063251508939,0.011274126503017878,1.1337672574331017e-07,True,,,,
0.09,0.8399999999999999,0.4645331019718476,0.04180797917746628,primary,0.4645331019718476,0.04180797917746628,8.035135177987714e-07,True,,,,
0.15999999999999998,0.8399999999999999,0.37622351317368624,0.06019576210778979,primary,0.37622351317368624,0.06019576210778979,3.269197061846196e-08,True,,,,
0.22999999999999995,0.8399999999999999,0.2957087533401058,0.06801301326822433,primary,0.2957087533401058,0.06801301326822433,3.231601303759629e-07,True,,,,
0.3,0.8399999999999999,0.22116370855735162,0.06634911256720548,primary,0.22116370855735162,0.06634911256720548,2.757644788244757e-07,True,,,,
0.37,0.8399999999999999,0.15155607400610172,0.05607574738225764,primary,0.15155607400610172,0.05607574738225764,2.0693734683577443e-07,True,,,,
0.43999999999999995,0.8399999999999999,0.08663405018691578,0.03811898208224294,primary,0.08663405018691578,0.03811898208224294,1.7581046065761469e-07,True,,,,
0.5099999999999999,0.8399999999999999,0.026428419873920524,0.013478494135699464,secondary,0.02645367371400876,0.013491373594144464,2.3348107832960735e-10,True,0.026428419873920524,0.013478494135699464,3.1030570093625146e-05,6.889045371356837e-25
0.58,0.8399999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.6499999999999999,0.8399999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.72,0.8399999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.7899999999999999,0.8399999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.8599999999999999,0.8399999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.9299999999999999,0.8399999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.8399999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.9099999999999999,0.5154227531329697,0.010308455062659394,primary,0.5154227531329697,0.010308455062659394,1.0920122018719548e-07,True,,,,
0.09,0.9099999999999999,0.4105055027038476,0.03694549524334628,primary,0.4105055027038476,0.03694549524334628,6.355422586015432e-07,True,,,,
