alpha,Mach,ci,omega_i,success,source,primary_ci,primary_omega_i,primary_success,primary_mismatch,secondary_ci,secondary_omega_i,secondary_success,secondary_stage1_mismatch,secondary_stage2_mismatch,ci_abs_diff,omega_abs_diff
0.8599999999999999,0.41999999999999993,0.03131325723452613,0.02692940122169247,True,secondary_neutral,0.03132466493546221,0.026939211844497497,True,5.925214022119846e-08,0.03131325723452613,0.02692940122169247,True,0.00012994452378825957,6.17855582491727e-27,1.1407700936078013e-05,9.810622805028757e-06
0.9299999999999999,0.41999999999999993,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.000971133444822655,False,0.1056318248979564,1.624442097553738e-26,0.0010442295105619946,0.000971133444822655
1.0,0.41999999999999993,0.0,0.0,True,primary,0.0,0.0,True,0.0,0.0010442295105619946,0.0010442295105619946,False,0.5609117834756698,3.140936468837033e-25,0.0010442295105619946,0.0010442295105619946
0.02,0.48999999999999994,0.7862435693506705,0.015724871387013412,True,primary,0.7862435693506705,0.015724871387013412,True,3.538629765316263e-07,,,,,,,
0.09,0.48999999999999994,0.6889861375937653,0.06200875238343887,True,primary,0.6889861375937653,0.06200875238343887,True,7.735484709265814e-07,,,,,,,
0.15999999999999998,0.48999999999999994,0.6021825073669007,0.0963492011787041,True,primary,0.6021825073669007,0.0963492011787041,True,2.561109926771995e-06,,,,,,,
0.22999999999999995,0.48999999999999994,0.5235894899779658,0.12042558269493212,True,primary,0.5235894899779658,0.12042558269493212,True,1.2728854629790592e-06,,,,,,,
0.3,0.48999999999999994,0.45145802501521043,0.13543740750456312,True,primary,0.45145802501521043,0.13543740750456312,True,1.1350315829768837e-06,,,,,,,
0.37,0.48999999999999994,0.38463925478805616,0.14231652427158079,True,primary,0.38463925478805616,0.14231652427158079,True,1.079703494975999e-06,,,,,,,
0.43999999999999995,0.48999999999999994,0.32217041201854923,0.14175498128816164,True,primary,0.32217041201854923,0.14175498128816164,True,3.660085149508052e-07,,,,,,,
0.5099999999999999,0.48999999999999994,0.2633738162256738,0.1343206462750936,True,primary,0.2633738162256738,0.1343206462750936,True,7.41080780213314e-07,,,,,,,
0.58,0.48999999999999994,0.20764098334505543,0.12043177034013214,True,primary,0.20764098334505543,0.12043177034013214,True,1.8630433385059125e-06,,,,,,,
0.6499999999999999,0.48999999999999994,0.15458721069708656,0.10048168695310625,True,primary,0.15458721069708656,0.10048168695310625,True,2.8388318783776137e-07,,,,,,,
0.72,0.48999999999999994,0.10376456710822388,0.0747104883179212,True,primary,0.10376456710822388,0.0747104883179212,True,3.123139109134643e-07,,,,,,,
