alpha,Mach,N,mapping_kind,mapping_scale,cubic_delta,xi_max,shooting_cr,shooting_ci,gep_cr,gep_ci,gep_omega_i,distance_to_shooting,selection_source,n_finite_modes,success
0.18,1.8,641,pin,5.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.484249739749412,0.01976440596505976,0.0035575930737107566,0.01532923395868534,nearest_to_target,208,True
0.18,1.8,721,pin,2.0,0.2,0.98,0.47708333333333325,0.012988934895833332,0.4786194724774915,0.02103025158997992,0.0037854452861963853,0.016155829293863486,nearest_to_target,220,True
0.18,1.8,641,pin,3.0,0.2,0.95,0.47708333333333325,0.012988934895833332,0.48016879949812535,0.022751836528157987,0.004095330575068438,0.019768082724024263,nearest_to_target,207,True
0.18,1.8,561,pin,2.0,0.2,0.95,0.47708333333333325,0.012988934895833332,0.4841876395553096,0.02231301778276388,0.004016343200897498,0.019955582016694375,nearest_to_target,176,True
0.18,1.8,561,pin,1.5,0.2,0.98,0.47708333333333325,0.012988934895833332,0.473993152831323,0.022940666539672205,0.004129319977140997,0.020141923105278212,nearest_to_target,174,True
0.18,1.8,561,pin,5.0,0.2,0.9,0.47708333333333325,0.012988934895833332,0.4668329225103682,0.02196568759194765,0.003953823766550577,0.02067363726847171,nearest_to_target,193,True
0.18,1.8,641,pin,2.0,0.2,0.98,0.47708333333333325,0.012988934895833332,0.4767031131160446,0.024001145341546994,0.004320206161478458,0.02202770262683731,nearest_to_target,199,True
0.18,1.8,561,pin,2.0,0.2,0.98,0.47708333333333325,0.012988934895833332,0.47252251666182415,0.025765800759938458,0.0046378441367889225,0.025957547148150472,nearest_to_target,181,True
0.18,1.8,641,cubic,3.0,0.4,0.9,0.47708333333333325,0.012988934895833332,0.4770609186987617,4.05571452202949e-12,7.300286139653081e-13,0.02597787945362737,nearest_to_target,164,True
0.18,1.8,721,cubic,3.0,0.1,0.95,0.47708333333333325,0.012988934895833332,0.4771308514123177,4.7107952511887364e-11,8.479431452139725e-12,0.025977913156863864,nearest_to_target,186,True
0.18,1.8,561,cubic,1.5,0.1,0.98,0.47708333333333325,0.012988934895833332,0.4771550226666603,4.559613830682793e-11,8.207304895229027e-12,0.025977968618337694,nearest_to_target,142,True
0.18,1.8,721,cubic,1.5,0.2,0.9,0.47708333333333325,0.012988934895833332,0.47728755782199417,2.6268091935176454e-11,4.728256548331761e-12,0.025978672480036387,nearest_to_target,183,True
