epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
1152,0.011266612447798252,0.0016541865188628435,0.0023508667945861816,0.00021441554417833686,1.0335562365071382e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014523118734359741,5.0,0.2,0.35,0,3.0000009536743164,0.27676159143447876,,,,,,,,,,,,,,,,
1153,0.008842268958687782,0.0015716343186795712,0.0017693061381578445,0.00011369433923391625,3.161814311170019e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011002656538039446,5.0,0.2,0.35,0,3.0000009536743164,0.27735772728919983,,,,,,,,,,,,,,,,
1154,0.012811319902539253,0.0017369866836816072,0.0019863147754222155,0.00014532342902384698,2.6654017347027548e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018176037119701505,5.0,0.2,0.35,0,3.0000009536743164,0.27763932943344116,,,,,,,,,,,,,,,,
1155,0.009734907187521458,0.0014337770408019423,0.0022357746493071318,0.00018886898760683835,1.7354239389533177e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012130711693316698,5.0,0.2,0.35,0,3.0000009536743164,0.27800169587135315,,,,,,,,,,,,,,,,
1156,0.009383099153637886,0.0015427579637616873,0.0019919846672564745,0.00014987023314461112,2.466411388013512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011696713045239449,5.0,0.2,0.35,0,3.0000009536743164,0.27843934297561646,,,,,,,,,,,,,,,,
1157,0.012383962981402874,0.0018429751507937908,0.001726300921291113,0.00011247768270550296,3.0076207622187212e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017629372887313366,5.0,0.2,0.35,0,3.0000009536743164,0.2785603106021881,,,,,,,,,,,,,,,,
1158,0.011591628193855286,0.001262068748474121,0.0034323702566325665,0.00029836222529411316,2.243739436380565e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001379437861032784,5.0,0.2,0.35,0,3.0000009536743164,0.27851590514183044,,,,,,,,,,,,,,,,
1159,0.01225949451327324,0.0020215294789522886,0.0031296887900680304,0.0002836994535755366,1.4634711988037452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014216552954167128,5.0,0.2,0.35,0,3.0000009536743164,0.2785381078720093,,,,,,,,,,,,,,,,
1160,0.010205596685409546,0.0014417953789234161,0.0016420423053205013,0.00011425922275520861,2.4972505343612283e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014243517071008682,5.0,0.2,0.35,0,3.0000009536743164,0.2784629464149475,,,,,,,,,,,,,,,,
1161,0.009914051741361618,0.002122293459251523,0.0011483047856017947,8.661062747705728e-05,1.4109926269156858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013286906760185957,5.0,0.2,0.35,0,3.0000009536743164,0.278390109539032,,,,,,,,,,,,,,,,
1162,0.014034845866262913,0.002418654039502144,0.0031347160693258047,0.00028300186386331916,1.5234864804369863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001696295104920864,5.0,0.2,0.35,0,3.0000009536743164,0.2781757414340973,,,,,,,,,,,,,,,,
1163,0.010320701636373997,0.0014210320077836514,0.003134723287075758,0.00025020778411999345,3.1632273021386936e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011529892217367887,5.0,0.2,0.35,0,3.0000009536743164,0.2780967056751251,,,,,,,,,,,,,,,,
1164,0.009004033170640469,0.0017074007773771882,0.0014078752137720585,9.154116560239345e-05,2.4623179342597723e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011777514591813087,5.0,0.2,0.35,0,3.0000009536743164,0.2782049775123596,,,,,,,,,,,,,,,,
1165,0.010513965040445328,0.0017151309875771403,0.0029387304093688726,0.00027508827042765915,9.392384527018294e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001172020798549056,5.0,0.2,0.35,0,3.0000009536743164,0.2784784734249115,,,,,,,,,,,,,,,,
1166,0.011573882773518562,0.001207363442517817,0.003088700119405985,0.00024635691079311073,3.125654984614812e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014555638190358877,5.0,0.2,0.35,0,3.0000009536743164,0.2787003219127655,,,,,,,,,,,,,,,,
1167,0.00997180212289095,0.0019156965427100658,0.0016830794047564268,0.00010175991337746382,3.327401645947248e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012746051652356982,5.0,0.2,0.35,0,3.0000009536743164,0.2788548767566681,,,,,,,,,,,,,,,,
1168,0.011055033653974533,0.002611403353512287,0.0026352994609624147,0.00024327498977072537,1.012747725326335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011616662377491593,5.0,0.2,0.35,0,3.0000009536743164,0.2791263163089752,,,,,,,,,,,,,,,,
1169,0.011289462447166443,0.0011850015725940466,0.003764290828257799,0.0003250837617088109,2.5672667106846347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001268033985979855,5.0,0.2,0.35,0,3.0000009536743164,0.2794070243835449,,,,,,,,,,,,,,,,
1170,0.01134092453867197,0.001774652162566781,0.001750587485730648,0.00011148422345286235,3.178726547048427e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015631369315087795,5.0,0.2,0.35,0,3.0000009536743164,0.27962860465049744,,,,,,,,,,,,,,,,
1171,0.008901230059564114,0.0014267271617427468,0.001013628556393087,8.320098277181387e-05,9.080937161343172e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012921749148517847,5.0,0.2,0.35,0,3.0000009536743164,0.27978068590164185,,,,,,,,,,,,,,,,
1172,0.010443856939673424,0.0013559384969994426,0.0023350513074547052,0.00018928226199932396,2.2111436919658445e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013505734968930483,5.0,0.2,0.35,0,3.0000009536743164,0.27998611330986023,,,,,,,,,,,,,,,,
1173,0.00983555056154728,0.0015216825995594263,0.001835596514865756,0.0001306985504925251,2.6430550860823132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012956542195752263,5.0,0.2,0.35,0,3.0000009536743164,0.2802599370479584,,,,,,,,,,,,,,,,
1174,0.008948651142418385,0.0013509432319551706,0.0010597490472719073,7.197218656074256e-05,1.7001357264234684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013075917959213257,5.0,0.2,0.35,0,3.0000009536743164,0.28048232197761536,,,,,,,,,,,,,,,,
1175,0.009916309267282486,0.0014930134639143944,0.002440799493342638,0.00018981406174134463,2.7132937248097733e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001196499215438962,5.0,0.2,0.35,0,3.0000009536743164,0.28079330921173096,,,,,,,,,,,,,,,,
1176,0.008144328370690346,0.0016149051953107119,0.0010184173006564379,5.602587043540552e-05,2.2907930542714894e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011022011749446392,5.0,0.2,0.35,0,3.0000009536743164,0.2812095880508423,,,,,,,,,,,,,,,,
1177,0.009797347709536552,0.0013417737791314721,0.0015917985001578927,0.00012898804561700672,1.5095900380401872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013727550394833088,5.0,0.2,0.35,0,3.0000009536743164,0.2815605700016022,,,,,,,,,,,,,,,,
1178,0.010539097711443901,0.0017642765305936337,0.002227878663688898,0.0001822486228775233,2.0269622837076895e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013093884335830808,5.0,0.2,0.35,0,3.0000009536743164,0.28182700276374817,,,,,,,,,,,,,,,,
1179,0.009066442959010601,0.0012730786111205816,0.0013319929130375385,9.702015086077154e-05,1.8089573131874204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001292274333536625,5.0,0.2,0.35,0,3.0000009536743164,0.28194424510002136,,,,,,,,,,,,,,,,
1180,0.010244892910122871,0.001414451515302062,0.0013436074368655682,9.954796405509114e-05,1.7406393453711644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014973668148741126,5.0,0.2,0.35,0,3.0000009536743164,0.2819260358810425,,,,,,,,,,,,,,,,
1181,0.008730558678507805,0.0012366881128400564,0.0019160137744620442,0.00015679895295761526,1.740121115290094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011155713582411408,5.0,0.2,0.35,0,3.0000009536743164,0.2820195257663727,,,,,,,,,,,,,,,,
1182,0.00830823928117752,0.0012025001924484968,0.0011263240594416857,7.995624764589593e-05,1.6338075511157513e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001195883029140532,5.0,0.2,0.35,0,3.0000009536743164,0.2820811867713928,,,,,,,,,,,,,,,,
1183,0.0125743942335248,0.0013278245460242033,0.0013903009239584208,7.080631621647626e-05,3.4111886634491384e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019712536595761776,5.0,0.2,0.35,0,3.0000009536743164,0.2816859185695648,,,,,,,,,,,,,,,,
1184,0.0098763732239604,0.0013511782744899392,0.0009732622420415282,6.972662959014997e-05,1.3799797670799308e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015103865880519152,5.0,0.2,0.35,0,3.0000009536743164,0.2811747193336487,,,,,,,,,,,,,,,,
1185,0.008188794367015362,0.0012284084223210812,0.0012807155726477504,0.00010897472384385765,9.548415619065054e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011359340278431773,5.0,0.2,0.35,0,3.0000009536743164,0.28090110421180725,,,,,,,,,,,,,,,,
1186,0.00863890815526247,0.0013674066867679358,0.0010133886244148016,7.378034933935851e-05,1.3779257642454468e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012516225688159466,5.0,0.2,0.35,0,3.0000009536743164,0.2807280421257019,,,,,,,,,,,,,,,,
1187,0.008277137763798237,0.0013590024318546057,0.0008183112367987633,6.341633707052097e-05,9.207392395182978e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012199648190289736,5.0,0.2,0.35,0,3.0000009536743164,0.2806622385978699,,,,,,,,,,,,,,,,
1188,0.008223708719015121,0.001209715846925974,0.001422711182385683,0.0001013420260278508,2.0464543922571465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011182563612237573,5.0,0.2,0.35,0,3.0000009536743164,0.28063175082206726,,,,,,,,,,,,,,,,
1189,0.01011014636605978,0.001177338301204145,0.0008854406769387424,7.166017894633114e-05,8.441944373771548e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016094734892249107,5.0,0.2,0.35,0,3.0000009536743164,0.28042513132095337,,,,,,,,,,,,,,,,
1190,0.007882891222834587,0.0012305089039728045,0.0011125856544822454,8.024359703995287e-05,1.5507484931731597e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001107959309592843,5.0,0.2,0.35,0,3.0000009536743164,0.28040724992752075,,,,,,,,,,,,,,,,
1191,0.009987834841012955,0.0011001222301274538,0.0009792259661480784,7.97768952907063e-05,9.072851753444411e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015816973755136132,5.0,0.2,0.35,0,3.0000009536743164,0.28023549914360046,,,,,,,,,,,,,,,,
1192,0.008974259719252586,0.0012015907559543848,0.001472823554649949,0.0001155067584477365,1.5887799236224964e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012599689653143287,5.0,0.2,0.35,0,3.0000009536743164,0.2801181972026825,,,,,,,,,,,,,,,,
1193,0.0085368100553751,0.0012500116135925055,0.001292025321163237,9.519605373498052e-05,1.7003236280288547e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011989546474069357,5.0,0.2,0.35,0,3.0000009536743164,0.2800673246383667,,,,,,,,,,,,,,,,
1194,0.009008750319480896,0.0012340325629338622,0.0018754771444946527,0.0001503268867963925,1.8610418919706717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011798480991274118,5.0,0.2,0.35,0,3.0000009536743164,0.28020158410072327,,,,,,,,,,,,,,,,
1195,0.01123660709708929,0.0016856809379532933,0.002007092349231243,0.00016061740461736917,2.0045912606292404e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015087667852640152,5.0,0.2,0.35,0,3.0000009536743164,0.2802017331123352,,,,,,,,,,,,,,,,
1196,0.008369367569684982,0.0011607445776462555,0.0011867049615830183,9.433485683985054e-05,1.2167822205810808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012043836759403348,5.0,0.2,0.35,0,3.0000009536743164,0.2802812159061432,,,,,,,,,,,,,,,,
1197,0.008448900654911995,0.0011970065534114838,0.0012227031402289867,9.135145228356123e-05,1.5459427231689915e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012058382853865623,5.0,0.2,0.35,0,3.0000009536743164,0.2802921533584595,,,,,,,,,,,,,,,,
1198,0.009602894075214863,0.00143054046202451,0.002457121154293418,0.00020184420282021165,2.193395994254388e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001143046421930194,5.0,0.2,0.35,0,3.0000009536743164,0.280476450920105,,,,,,,,,,,,,,,,
1199,0.007707252167165279,0.0012077896390110254,0.001194638665765524,0.00010452455171616748,7.46965451980941e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001060964772477746,5.0,0.2,0.35,0,3.0000009536743164,0.28076618909835815,,,,,,,,,,,,,,,,
1200,0.009090248495340347,0.0014780655037611723,0.0019008710514754057,0.00012810758198611438,3.0989762308308855e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011422624811530113,5.0,0.2,0.35,0,3.0000009536743164,0.2810789942741394,0.054166804846866,0.18786627613005435,0.35664897546383784,4.13081918218837,0.2606176788237235,1.1898570675817393,0.21880723374388802,0.9646066815843312,0.10437710925421124,0.5798995447206313,2.1742450986589716,15.034109401702878,1.3562251115043966,8.0,0.05,0.85
1201,0.05899292975664139,0.0013640990946441889,0.010619958862662315,0.0008320009219460189,0.00011499749962240458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009401774033904076,5.0,0.2,0.35,0,3.0000009536743164,0.2761988341808319,,,,,,,,,,,,,,,,
1202,0.04375335946679115,0.003302223514765501,0.01182805746793747,0.0010773923713713884,5.270672045298852e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005724615417420864,5.0,0.2,0.35,0,3.0000009536743164,0.2685994505882263,,,,,,,,,,,,,,,,
1203,0.02096821740269661,0.0024610422551631927,0.0039732204750180244,0.0002986830659210682,4.931947842123918e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029067909345030785,5.0,0.2,0.35,0,3.0000009536743164,0.2603125274181366,,,,,,,,,,,,,,,,
1204,0.01456422358751297,0.003670311765745282,0.004024735186249018,0.0003500893071759492,2.619210135890171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001373835257254541,5.0,0.2,0.35,0,3.0000009536743164,0.25273194909095764,,,,,,,,,,,,,,,,
1205,0.02165401354432106,0.00495965825393796,0.009756309911608696,0.0009258165373466909,2.490725091774948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001387609401717782,5.0,0.2,0.35,0,3.0000009536743164,0.246753990650177,,,,,,,,,,,,,,,,
1206,0.025049077346920967,0.0038447414990514517,0.008982690051198006,0.0006247973651625216,0.00013673584908246994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024443292059004307,5.0,0.2,0.35,0,3.0000009536743164,0.24250385165214539,,,,,,,,,,,,,,,,
1207,0.02797190472483635,0.005591589491814375,0.0036284991074353456,0.00015823179273866117,0.0001023090590024367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037503628991544247,5.0,0.2,0.35,0,3.0000009536743164,0.24013975262641907,,,,,,,,,,,,,,,,
1208,0.030883831903338432,0.001978568732738495,0.007077803835272789,0.00026440678630024195,0.0002216867869719863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004365491680800915,5.0,0.2,0.35,0,3.0000009536743164,0.23952966928482056,,,,,,,,,,,,,,,,
1209,0.03108609840273857,0.003127278760075569,0.0056886011734604836,0.0004492645675782114,5.9797770518343896e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004454043693840504,5.0,0.2,0.35,0,3.0000009536743164,0.2405499368906021,,,,,,,,,,,,,,,,
1210,0.022504545748233795,0.002094429451972246,0.0023529757745563984,0.0001691980432951823,3.304976416984573e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036114281974732876,5.0,0.2,0.35,0,3.0000009536743164,0.24283020198345184,,,,,,,,,,,,,,,,
1211,0.018468985334038734,0.0011237635044381022,0.005140246823430061,0.00022135202016215771,0.0001463363296352327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024409950710833073,5.0,0.2,0.35,0,3.0000009536743164,0.24583443999290466,,,,,,,,,,,,,,,,
1212,0.016256477683782578,0.0029936986975371838,0.00542100565508008,0.0002403031976427883,0.00015089867520146072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015683546662330627,5.0,0.2,0.35,0,3.0000009536743164,0.24930033087730408,,,,,,,,,,,,,,,,
1213,0.012428556568920612,0.001619421411305666,0.005887505132704973,0.00010047887190012261,0.00024413582286797464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009843260049819946,5.0,0.2,0.35,0,3.0000009536743164,0.2525624632835388,,,,,,,,,,,,,,,,
1214,0.015004398301243782,0.0017472334438934922,0.007378074340522289,0.00035844705416820943,0.00018968018412124366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011758179171010852,5.0,0.2,0.35,0,3.0000009536743164,0.25499439239501953,,,,,,,,,,,,,,,,
1215,0.016554050147533417,0.0017557453829795122,0.006406458094716072,0.0003631454019341618,0.00013875021249987185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016783694736659527,5.0,0.2,0.35,0,3.0000009536743164,0.25605157017707825,,,,,,,,,,,,,,,,
1216,0.015376315452158451,0.0011767919640988111,0.003147304290905595,0.00014561011630576104,8.456015348201618e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002210443839430809,5.0,0.2,0.35,0,3.0000009536743164,0.25560885667800903,,,,,,,,,,,,,,,,
1217,0.020356975495815277,0.000984896905720234,0.006609782576560974,0.0002877199149224907,0.00018662918591871858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025524592492729425,5.0,0.2,0.35,0,3.0000009536743164,0.2535999119281769,,,,,,,,,,,,,,,,
1218,0.024933306500315666,0.003521993989124894,0.010039610788226128,0.0005900614196434617,0.00020694985869340599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002274340484291315,5.0,0.2,0.35,0,3.0000009536743164,0.2503594160079956,,,,,,,,,,,,,,,,
1219,0.017929408699274063,0.0013758637942373753,0.008343005552887917,0.0005508956965059042,0.00014170241774991155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016421080799773335,5.0,0.2,0.35,0,3.0000009536743164,0.24649791419506073,,,,,,,,,,,,,,,,
1220,0.009347784332931042,0.0014084377326071262,0.0021021729335188866,0.00017284590285271406,1.8685690520214848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011674347333610058,5.0,0.2,0.35,0,3.0000009536743164,0.24272766709327698,,,,,,,,,,,,,,,,
1221,0.010889191180467606,0.002212967723608017,0.004199210088700056,0.0002440258685965091,8.794757013674825e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008954026270657778,5.0,0.2,0.35,0,3.0000009536743164,0.23926138877868652,,,,,,,,,,,,,,,,
1222,0.0175227802246809,0.0021719103679060936,0.009578360244631767,0.0005160114960744977,0.00022091224673204124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011545020388439298,5.0,0.2,0.35,0,3.0000009536743164,0.23660236597061157,,,,,,,,,,,,,,,,
1223,0.01776735484600067,0.0026300533208996058,0.008163257502019405,0.00039782002568244934,0.00020925287390127778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001394808990880847,5.0,0.2,0.35,0,3.0000009536743164,0.2347009927034378,,,,,,,,,,,,,,,,
1224,0.013285269029438496,0.0016959940548986197,0.003889002837240696,0.00017740874318405986,0.00010574577027000487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015400543343275785,5.0,0.2,0.35,0,3.0000009536743164,0.23356519639492035,,,,,,,,,,,,,,,,
1225,0.013193836435675621,0.0022892651613801718,0.0031624301336705685,0.0002674455754458904,2.439872332615778e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015484283212572336,5.0,0.2,0.35,0,3.0000009536743164,0.23326422274112701,,,,,,,,,,,,,,,,
1226,0.014533027075231075,0.0027501555159687996,0.003770124400034547,0.00034622877137735486,1.5391844499390572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001602549571543932,5.0,0.2,0.35,0,3.0000009536743164,0.23370079696178436,,,,,,,,,,,,,,,,
1227,0.012421047315001488,0.0016321809962391853,0.004526390694081783,0.0002553282247390598,9.865542233455926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012524952180683613,5.0,0.2,0.35,0,3.0000009536743164,0.2346239537000656,,,,,,,,,,,,,,,,
1228,0.01116376742720604,0.0021221847273409367,0.004125442821532488,0.00010382959590060636,0.0001543573453091085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000983227975666523,5.0,0.2,0.35,0,3.0000009536743164,0.23576204478740692,,,,,,,,,,,,,,,,
1229,0.01024166401475668,0.0012363549321889877,0.004191744141280651,0.0001824741339078173,0.00011835014447569847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009627130348235369,5.0,0.2,0.35,0,3.0000009536743164,0.236990287899971,,,,,,,,,,,,,,,,
1230,0.008896461687982082,0.0016551250591874123,0.0028401592280715704,0.00022845869534648955,2.7778613002737984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008802354568615556,5.0,0.2,0.35,0,3.0000009536743164,0.2379605919122696,,,,,,,,,,,,,,,,
1231,0.009416995570063591,0.0020276217255741358,0.002812022343277931,0.00018488377099856734,4.8159228754229844e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009154703002423048,5.0,0.2,0.35,0,3.0000009536743164,0.2385314404964447,,,,,,,,,,,,,,,,
1232,0.01066836342215538,0.0016625530552119017,0.003880686592310667,0.00011032682232325897,0.00013887092063669115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001025024801492691,5.0,0.2,0.35,0,3.0000009536743164,0.23851749300956726,,,,,,,,,,,,,,,,
1233,0.01265293825417757,0.0028928332030773163,0.003991727717220783,0.00013859293540008366,0.0001302899036090821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011536754900589585,5.0,0.2,0.35,0,3.0000009536743164,0.2378319948911667,,,,,,,,,,,,,,,,
1234,0.011437660083174706,0.0023833741433918476,0.00405848678201437,0.00032921863021329045,3.831504000118002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009991598781198263,5.0,0.2,0.35,0,3.0000009536743164,0.23675654828548431,,,,,,,,,,,,,,,,
1235,0.010282802395522594,0.0011913856724277139,0.0029965166468173265,0.0002341990330023691,3.2726311474107206e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012189799454063177,5.0,0.2,0.35,0,3.0000009536743164,0.23526839911937714,,,,,,,,,,,,,,,,
1236,0.010297758504748344,0.001461606938391924,0.0036310781724750996,8.855412306729704e-05,0.00013727684563491493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001041014795191586,5.0,0.2,0.35,0,3.0000009536743164,0.23358942568302155,,,,,,,,,,,,,,,,
1237,0.011084429919719696,0.002295339945703745,0.0043164025992155075,0.00020548418979160488,0.00011307802924420685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00089453742839396,5.0,0.2,0.35,0,3.0000009536743164,0.23199546337127686,,,,,,,,,,,,,,,,
1238,0.010649316944181919,0.002870342694222927,0.003703397698700428,0.00020523235434666276,8.255372085841373e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008151152869686484,5.0,0.2,0.35,0,3.0000009536743164,0.23046746850013733,,,,,,,,,,,,,,,,
1239,0.01075195986777544,0.004599989391863346,0.0021367331501096487,0.00018682114023249596,1.3426086297840811e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008030474418774247,5.0,0.2,0.35,0,3.0000009536743164,0.22914156317710876,,,,,,,,,,,,,,,,
1240,0.013199408538639545,0.0055310968309640884,0.0031965747475624084,0.0002124268503393978,5.36153165739961e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008943474385887384,5.0,0.2,0.35,0,3.0000009536743164,0.22811968624591827,,,,,,,,,,,,,,,,
1241,0.013906379230320454,0.0020129228942096233,0.0066334824077785015,0.00035333348205313087,0.00015500737936235964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001051994739100337,5.0,0.2,0.35,0,3.0000009536743164,0.22751298546791077,,,,,,,,,,,,,,,,
1242,0.011154369451105595,0.0019757593981921673,0.003964469768106937,0.0002155726688215509,9.043714817380533e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010428280802443624,5.0,0.2,0.35,0,3.0000009536743164,0.22732269763946533,,,,,,,,,,,,,,,,
1243,0.009428785182535648,0.0013786754570901394,0.0029596774838864803,0.0002594257821328938,1.827099004003685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010180864483118057,5.0,0.2,0.35,0,3.0000009536743164,0.22753509879112244,,,,,,,,,,,,,,,,
1244,0.010311312973499298,0.0017395648173987865,0.003623376367613673,0.00023563249851576984,6.335256330203265e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009896743576973677,5.0,0.2,0.35,0,3.0000009536743164,0.2279871255159378,,,,,,,,,,,,,,,,
1245,0.011387940496206284,0.002772105857729912,0.004424287937581539,0.00013672040950041264,0.0001528541906736791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008383094100281596,5.0,0.2,0.35,0,3.0000009536743164,0.22857670485973358,,,,,,,,,,,,,,,,
1246,0.011202575638890266,0.0016314564272761345,0.0051842136308550835,0.00019463678472675383,0.0001618922979105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000877381069585681,5.0,0.2,0.35,0,3.0000009536743164,0.22921250760555267,,,,,,,,,,,,,,,,
1247,0.009567808359861374,0.002930752467364073,0.002400771714746952,0.00018259686476085335,2.8740152629325166e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000847256975248456,5.0,0.2,0.35,0,3.0000009536743164,0.22964808344841003,,,,,,,,,,,,,,,,
1248,0.009173516184091568,0.001751880394294858,0.0024307977873831987,0.00017943649436347187,3.182164073223248e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009981676703318954,5.0,0.2,0.35,0,3.0000009536743164,0.2299736887216568,,,,,,,,,,,,,,,,
1249,0.009353755041956902,0.001407896401360631,0.003391430713236332,0.00015312466712202877,9.300920646637678e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009108857484534383,5.0,0.2,0.35,0,3.0000009536743164,0.23007725179195404,,,,,,,,,,,,,,,,
