epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
4188,0.0017217331333085895,0.0008632022654637694,0.0007332571549341083,3.292638575658202e-05,2.019966450461652e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.50547454925254e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30933111906051636,,,,,,,,,,,,,,,,
4189,0.001577541814185679,0.0010217666858807206,0.0004048143164254725,2.9367030947469175e-05,5.557199528993806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0192155463737436e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30881619453430176,,,,,,,,,,,,,,,,
4190,0.0016115849139168859,0.0010706167668104172,0.0004109403525944799,1.7952348571270704e-05,1.1570843525987584e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6005556719610468e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30863210558891296,,,,,,,,,,,,,,,,
4191,0.0022672920022159815,0.0010302384616807103,0.0011007096618413925,4.9745431169867516e-05,3.0162769689923152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.726880120462738e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3090105950832367,,,,,,,,,,,,,,,,
4192,0.0022770012728869915,0.0013082760851830244,0.0008487448212690651,4.095308395335451e-05,2.1960699086776003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.399610457359813e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30938440561294556,,,,,,,,,,,,,,,,
4193,0.001759744598530233,0.0011299867182970047,0.0004921249346807599,2.694888098631054e-05,1.1131807696074247e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75265883828979e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30953606963157654,,,,,,,,,,,,,,,,
4194,0.001875999034382403,0.0012142148334532976,0.0005242737825028598,2.5364441171404906e-05,1.3531467629945837e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7502075681695715e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30925774574279785,,,,,,,,,,,,,,,,
4195,0.0021812173072248697,0.001290614134632051,0.0007546752458438277,3.051574094570242e-05,2.2475891455542296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7185600629309192e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3090827167034149,,,,,,,,,,,,,,,,
4196,0.001587752252817154,0.0009916657581925392,0.00046286030556075275,2.5881827241391875e-05,1.0202102203038521e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6645224352250807e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3090727925300598,,,,,,,,,,,,,,,,
4197,0.0021051059011369944,0.0009885630570352077,0.0009651333093643188,3.365142038092017e-05,3.1430954550160095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0281888030003756e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3089631199836731,,,,,,,,,,,,,,,,
4198,0.002480723662301898,0.0012594650033861399,0.001076121348887682,4.148177322349511e-05,3.3065181924030185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.902746928157285e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30918294191360474,,,,,,,,,,,,,,,,
4199,0.0015125575009733438,0.0009412957588210702,0.000404563412303105,2.4054956156760454e-05,8.200692718673963e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3339678338961676e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3097068965435028,,,,,,,,,,,,,,,,
4200,0.0022720089182257652,0.001295916037634015,0.0008403864339925349,2.210021557402797e-05,3.09692150040064e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7141280952491798e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30958014726638794,0.0029397566312206634,0.009827142818263471,0.06163951388784012,0.9240538840151151,0.3135282670533636,1.1918286207124282,0.250997835802646,0.9621836336412691,0.1214492748440575,0.5789687739126529,2.2007602827889565,15.034109401702878,0.8913101102341205,4.0,0.05,0.85
4201,0.002982302103191614,0.0011408966965973377,0.0016967178089544177,4.6935481805121526e-05,6.136814772617072e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8937512979609892e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3079545795917511,,,,,,,,,,,,,,,,
4202,0.0032964148558676243,0.0007819460588507354,0.0023808544501662254,0.0001033876251312904,6.734891212545335e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6722880647866987e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3075704276561737,,,,,,,,,,,,,,,,
4203,0.0029117583762854338,0.0011528859613463283,0.0016352026723325253,0.00010603424743749201,2.8743015718646348e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4733915779506788e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30825307965278625,,,,,,,,,,,,,,,,
4204,0.0029868781566619873,0.0013475548475980759,0.0015506390482187271,0.00010240018309559673,2.6331857952754945e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7736858353600837e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3085131347179413,,,,,,,,,,,,,,,,
4205,0.003473142860457301,0.0024750351440161467,0.000863591325469315,6.120232137618586e-05,1.257840540347388e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6903253456111997e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30729976296424866,,,,,,,,,,,,,,,,
4206,0.004602969624102116,0.0031910822726786137,0.0013038698816671968,0.000120888689707499,4.749151230498683e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1603515051538125e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30566737055778503,,,,,,,,,,,,,,,,
4207,0.0036229342222213745,0.0010374044068157673,0.002456118119880557,0.00021711793669965118,1.4246944374463055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5882314730552025e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3062310814857483,,,,,,,,,,,,,,,,
4208,0.002257284475490451,0.0010421028127893806,0.0011227610521018505,1.7196154658449814e-05,4.7539979277644306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84841119335033e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3066865801811218,,,,,,,,,,,,,,,,
4209,0.00572728319093585,0.001596749061718583,0.004018822219222784,0.00022226327564567327,8.980948041426018e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.234232670161873e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30500999093055725,,,,,,,,,,,,,,,,
4210,0.005162129178643227,0.0019201776012778282,0.0031841290183365345,0.0001971538586076349,6.062951069907285e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1564476153580472e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30403223633766174,,,,,,,,,,,,,,,,
4211,0.002417944138869643,0.00120087421964854,0.0011224399786442518,7.743118476355448e-05,1.7406408005626872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.892599175334908e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30492284893989563,,,,,,,,,,,,,,,,
4212,0.0023350962437689304,0.0015665325336158276,0.0006955363787710667,2.4883414880605415e-05,2.2335112589644268e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.460547537135426e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3051597774028778,,,,,,,,,,,,,,,,
4213,0.003950110170990229,0.0017498910892754793,0.002116223331540823,0.00013334918185137212,3.913657201337628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6799167497083545e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3045394718647003,,,,,,,,,,,,,,,,
4214,0.005427717696875334,0.001156690763309598,0.004189318511635065,0.0003160909691359848,5.1420436648186296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6341662558261305e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3035123944282532,,,,,,,,,,,,,,,,
4215,0.0064518991857767105,0.0019452247070148587,0.004426209256052971,0.00031029144884087145,6.616472819587216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6093057638499886e-05,5.0,0.2,0.35,0,3.0000009536743164,0.303691029548645,,,,,,,,,,,,,,,,
4216,0.004919147118926048,0.0024385242722928524,0.0024230103008449078,0.0001698592968750745,3.6220866604708135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1522521162987687e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3045633137226105,,,,,,,,,,,,,,,,
4217,0.0042680962942540646,0.0013799451990053058,0.002801157534122467,0.0001255070965271443,7.73043284425512e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7398684576619416e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3046843409538269,,,,,,,,,,,,,,,,
4218,0.002912473166361451,0.0012949344236403704,0.0015480658039450645,9.979328751796857e-05,2.750664862105623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.389460976497503e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3039838671684265,,,,,,,,,,,,,,,,
4219,0.0020630713552236557,0.001252135494723916,0.0007417169399559498,4.547151183942333e-05,1.4350092897075228e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3843769920640625e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3040890097618103,,,,,,,,,,,,,,,,
4220,0.004905113950371742,0.0037970752455294132,0.0010452722199261189,3.0348006475833245e-05,3.708960866788402e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2553276064863894e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3049617409706116,,,,,,,,,,,,,,,,
4221,0.012850376777350903,0.006885605864226818,0.005900275893509388,0.0001377331791445613,0.00022614722547587007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28989322547568e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3051685094833374,,,,,,,,,,,,,,,,
4222,0.011315939947962761,0.0017071536276489496,0.009547149762511253,0.0005230691749602556,0.00021582288900390267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2327349395491183e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30446502566337585,,,,,,,,,,,,,,,,
4223,0.004691272508352995,0.0018496527336537838,0.0027619802858680487,0.000255455233855173,1.037139372783713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.592792250448838e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3052935302257538,,,,,,,,,,,,,,,,
4224,0.007547415792942047,0.003325234167277813,0.004169791005551815,0.00024676547036506236,8.510681800544262e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0478124750079587e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30611303448677063,,,,,,,,,,,,,,,,
4225,0.014118912629783154,0.004349320661276579,0.00969285424798727,0.00020867204875685275,0.000380306679289788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53476903506089e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30615711212158203,,,,,,,,,,,,,,,,
4226,0.0177923534065485,0.003716395003721118,0.014022976160049438,0.0003823486331384629,0.0005099744885228574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0596492757031228e-05,5.0,0.2,0.35,0,3.0000009536743164,0.305481493473053,,,,,,,,,,,,,,,,
4227,0.004878112114965916,0.0019229270983487368,0.002883731387555599,0.00024047383340075612,2.39496621361468e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4290781109593809e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30602768063545227,,,,,,,,,,,,,,,,
4228,0.009211031720042229,0.004005074501037598,0.005137115716934204,8.229791274061427e-05,0.00021570682292804122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3768248209089506e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3067435324192047,,,,,,,,,,,,,,,,
4229,0.023250533267855644,0.006445605773478746,0.01675308495759964,0.0005230579408816993,0.0005761252250522375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.036862340697553e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3070153594017029,,,,,,,,,,,,,,,,
4230,0.0192754827439785,0.004119180142879486,0.015099715441465378,0.00046063694753684103,0.0005246673244982958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1317482858430594e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3062453866004944,,,,,,,,,,,,,,,,
4231,0.005819191690534353,0.0014418279752135277,0.004320346284657717,0.00025062315398827195,9.070574014913291e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1403522876207717e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30702638626098633,,,,,,,,,,,,,,,,
4232,0.006934387609362602,0.0016046740347519517,0.005282088182866573,0.0003225289983674884,0.00010283991286996752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.525094355922192e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30757150053977966,,,,,,,,,,,,,,,,
4233,0.015191499143838882,0.005425657145678997,0.009716474451124668,0.00043793662916868925,0.0002668554079718888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.873579074337613e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30742040276527405,,,,,,,,,,,,,,,,
4234,0.011434892192482948,0.0036755132023245096,0.007710522040724754,7.68276586313732e-05,0.0003471122763585299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.771443728823215e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3073103129863739,,,,,,,,,,,,,,,,
4235,0.005516816396266222,0.002091504167765379,0.003372645704075694,0.00012510825763456523,0.000106078150565736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0533392924116924e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3071371614933014,,,,,,,,,,,,,,,,
4236,0.0049225869588553905,0.0010532010346651077,0.003804394043982029,0.00024029177438933402,7.007381645962596e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2998340935155284e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3076966404914856,,,,,,,,,,,,,,,,
4237,0.00681812409311533,0.002676110714673996,0.004079888109117746,3.8755715650040656e-05,0.00018461653962731361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2425014574546367e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3074489235877991,,,,,,,,,,,,,,,,
4238,0.004326118156313896,0.0017508008750155568,0.0025316858664155006,0.0001438598264940083,5.465438880492002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7262696979451e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30718526244163513,,,,,,,,,,,,,,,,
4239,0.005259867757558823,0.0029488522559404373,0.0022545664105564356,0.00018379243556410074,2.0832107111345977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1289870599284768e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3070423901081085,,,,,,,,,,,,,,,,
4240,0.008261090144515038,0.002516681095585227,0.005690866615623236,4.302306842873804e-05,0.000263031804934144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0708476111176424e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30740898847579956,,,,,,,,,,,,,,,,
4241,0.0037207240238785744,0.0020736847072839737,0.0015951890964061022,7.635980728082359e-05,4.157954754191451e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0370040399720892e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30706503987312317,,,,,,,,,,,,,,,,
4242,0.0034892710391432047,0.0011767580872401595,0.0022467721719294786,4.148143489146605e-05,9.159788896795362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3148160178388935e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3066040873527527,,,,,,,,,,,,,,,,
4243,0.00861417781561613,0.005088013596832752,0.0034623080864548683,3.355391891091131e-05,0.00015633844304829836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2771316505677532e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3071434795856476,,,,,,,,,,,,,,,,
4244,0.0032466889824718237,0.0011126064928248525,0.0020772418938577175,6.556529842782766e-05,7.107944111339748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368150808266364e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3067483603954315,,,,,,,,,,,,,,,,
4245,0.003725278191268444,0.002082737162709236,0.001595160341821611,3.748319431906566e-05,6.101641702116467e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.476116247242317e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3063063621520996,,,,,,,,,,,,,,,,
4246,0.007908187806606293,0.001630246639251709,0.006229951046407223,0.00010263861622661352,0.00026017826166935265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.598032193025574e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3064042627811432,,,,,,,,,,,,,,,,
4247,0.0029440377838909626,0.001565810409374535,0.001314462162554264,0.0001070672005880624,1.2189508197479881e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.275305294257123e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3067284822463989,,,,,,,,,,,,,,,,
4248,0.004450070671737194,0.001900556031614542,0.0024992702528834343,4.5929096813779324e-05,0.0001019989576889202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0048866897705011e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3065659999847412,,,,,,,,,,,,,,,,
4249,0.006801014766097069,0.0025967000983655453,0.004139495547860861,7.028122490737587e-05,0.00017183416639454663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2963800145371351e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3059028387069702,,,,,,,,,,,,,,,,
4250,0.002253418555483222,0.0009532026597298682,0.0012513683177530766,4.812661063624546e-05,3.8505113479914144e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76954288489651e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3062041997909546,,,,,,,,,,,,,,,,
4251,0.003952177707105875,0.00114604237023741,0.002748706378042698,3.9902479329612106e-05,0.00011748407268896699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.148581850429764e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3064756989479065,,,,,,,,,,,,,,,,
4252,0.005059706047177315,0.0018636822933331132,0.003149033058434725,6.150359695311636e-05,0.00012669985881075263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.398141628480516e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3064250648021698,,,,,,,,,,,,,,,,
4253,0.0015856344252824783,0.0008599990978837013,0.0006583331269212067,4.9840738938655704e-05,7.996285603439901e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3460449736157898e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3063387870788574,,,,,,,,,,,,,,,,
4254,0.004979502875357866,0.0021083438768982887,0.0028127655386924744,4.233998333802447e-05,0.00011946828453801572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1678668670356274e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3061833381652832,,,,,,,,,,,,,,,,
4255,0.0023486395366489887,0.0010283533483743668,0.0012769772438332438,4.556013664114289e-05,4.106879350729287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.661752872285433e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30597472190856934,,,,,,,,,,,,,,,,
4256,0.0028100006747990847,0.0011569979833438993,0.0016027474775910378,3.4325152228120714e-05,6.297479558270425e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0051046047010459e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30627885460853577,,,,,,,,,,,,,,,,
4257,0.004087221343070269,0.0014551233034580946,0.0025829672813415527,5.756280734203756e-05,0.00010036695312010124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.826084351516329e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3066534399986267,,,,,,,,,,,,,,,,
4258,0.0015646597603335977,0.0008350896532647312,0.000684259575791657,5.293278081808239e-05,7.746590199531056e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06211971596349e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30625006556510925,,,,,,,,,,,,,,,,
4259,0.003366989316418767,0.0011800857027992606,0.002122320234775543,4.537673157756217e-05,8.342765067936853e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2916652849526145e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30588096380233765,,,,,,,,,,,,,,,,
4260,0.0015593960415571928,0.0009844517335295677,0.0005198887665756047,3.4397355193505064e-05,8.795761459623463e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1011115020664874e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3065679967403412,,,,,,,,,,,,,,,,
4261,0.0026496034115552902,0.0011822932865470648,0.0014111868804320693,4.5630618842551485e-05,4.774403714691289e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1224659829167649e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30698129534721375,,,,,,,,,,,,,,,,
4262,0.0033158189617097378,0.0012993935961276293,0.001966004492715001,4.148645530221984e-05,7.755699334666133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0084176210511941e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3059333860874176,,,,,,,,,,,,,,,,
4263,0.002071562921628356,0.0013062113430351019,0.0006957005243748426,3.107655356870964e-05,1.9246750525780953e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3930217392044142e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3060012757778168,,,,,,,,,,,,,,,,
4264,0.0030040484853088856,0.001018912997096777,0.0019395160488784313,4.616050864569843e-05,7.389554230030626e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.123885320150293e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3066699206829071,,,,,,,,,,,,,,,,
4265,0.004170731641352177,0.001643372350372374,0.0024831267073750496,4.06062972615473e-05,0.00010385318455519155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.846560376696289e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3066997230052948,,,,,,,,,,,,,,,,
4266,0.0025186610873788595,0.0017067070584744215,0.0007622658740729094,5.150281504029408e-05,1.2361888366285712e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.937623872247059e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3061050474643707,,,,,,,,,,,,,,,,
4267,0.002036063699051738,0.0012800298864021897,0.0006903205066919327,4.789122613146901e-05,1.0570411177468486e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3142700481694192e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3059261739253998,,,,,,,,,,,,,,,,
4268,0.0019087609834969044,0.000809983117505908,0.0010529524879530072,3.0345945560839027e-05,3.747465234482661e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.16506633075187e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30662667751312256,,,,,,,,,,,,,,,,
4269,0.0019379009027034044,0.0012177983298897743,0.0006751363980583847,4.455432645045221e-05,1.1479656677693129e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.993220944830682e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30693957209587097,,,,,,,,,,,,,,,,
4270,0.0021287058480083942,0.0010568394791334867,0.0010157499928027391,4.394005736685358e-05,2.881747241190169e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1223252840864006e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30639708042144775,,,,,,,,,,,,,,,,
4271,0.002450271975249052,0.0014161348808556795,0.0009852820076048374,3.4534452424850315e-05,3.199687125743367e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.771021723281592e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3063236474990845,,,,,,,,,,,,,,,,
4272,0.0019099876517429948,0.0010427339002490044,0.000799559464212507,5.592413799604401e-05,1.2015903848805465e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.353885090793483e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3068501055240631,,,,,,,,,,,,,,,,
4273,0.00202963943593204,0.0009105196222662926,0.001077747205272317,7.997809007065371e-05,1.3898312317905948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.27452095109038e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3073462247848511,,,,,,,,,,,,,,,,
4274,0.0013475865125656128,0.0008634564001113176,0.0004317747079767287,2.1991996618453413e-05,1.0592737453407608e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0471085261087865e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30648723244667053,,,,,,,,,,,,,,,,
4275,0.002225967589765787,0.0008940395200625062,0.0012921604793518782,8.982686995295808e-05,1.9694591173902154e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953511158120818e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3065294921398163,,,,,,,,,,,,,,,,
4276,0.0020809422712773085,0.0009857626864686608,0.0010550811421126127,7.365539204329252e-05,1.5926361811580136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.019650522328448e-06,5.0,0.2,0.35,0,3.0000009536743164,0.3072117865085602,,,,,,,,,,,,,,,,
4277,0.0015120122116059065,0.0008482582634314895,0.0005935224471613765,3.942934927181341e-05,9.961447176465299e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.404630074830493e-05,5.0,0.2,0.35,0,3.0000009536743164,0.30724912881851196,,,,,,,,,,,,,,,,
4278,0.0028495078440755606,0.001313328742980957,0.0014820249052718282,7.922750955913216e-05,3.4487493394408375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0830874089151621e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3065749406814575,,,,,,,,,,,,,,,,
4279,0.002539614448323846,0.0014351990539580584,0.0010591545142233372,6.330425094347447e-05,2.1305595510057174e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.052163477463182e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30667540431022644,,,,,,,,,,,,,,,,
4280,0.0017781667411327362,0.0011651760432869196,0.0005667174118570983,3.766687586903572e-05,9.502433385932818e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.254637916455977e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30707430839538574,,,,,,,,,,,,,,,,
4281,0.0029888534918427467,0.0017787354299798608,0.001161012565717101,7.67691308283247e-05,1.9666065782075748e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82109850156121e-06,5.0,0.2,0.35,0,3.0000009536743164,0.30750057101249695,,,,,,,,,,,,,,,,
4282,0.00270085665397346,0.0010902853682637215,0.0015564849600195885,0.00012753476039506495,1.4056869986234233e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817261681950185e-05,5.0,0.2,0.35,0,3.0000009536743164,0.3065859377384186,,,,,,,,,,,,,,,,
