alpha,Mach,rank,cand_cr,cand_ci,cand_omega_i,distance_to_previous,distance_to_shooting,peak_y,peak_amp,centroid_y,spread_y,phase_span,overlap_to_previous,overlap_to_reference,blumen_ci_target,blumen_ci_abs_err,cr_floor_term,score,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.2,1.275,1,0.7760054119247053,0.018099635815715803,0.0036199271631431607,0.0008335256210080038,0.4991641898619335,-7.105263157894739,1.0,0.14725128467487275,1.9018798869895395,3.1228201855159727,0.9994954788376648,0.9994954788376648,0.021013010859494783,0.0029133750437789797,0.0,0.40214542646624435,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,2,0.8002579519245699,0.016472809311658815,0.003294561862331763,0.024447219360396896,0.5236339935645955,-7.105263157894739,1.0,0.15159973000585303,1.8904055431096072,3.126650428127776,0.9999592417067416,0.9999592417067416,0.021013010859494783,0.004540201547835968,0.0,0.6616094204888376,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,3,0.7509857005261921,0.019774611917011162,0.003954922383402232,0.025293260696531737,0.4739212316378037,-7.105263157894739,0.9999999999999999,0.14143706699353545,1.9163167084617194,3.118784383656409,0.9983268210366957,0.9983268210366957,0.021013010859494783,0.0012383989424836206,0.0,0.7919664987702397,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,4,0.8236089337505794,0.014881873866427595,0.0029763747732855193,0.04800615515452593,0.5472007514588576,-7.105263157894739,1.0,0.1549447054018897,1.8814692438079583,3.1298778212920086,0.9998952307833877,0.9998952307833877,0.021013010859494783,0.006131136993067188,0.0,1.1164739840067177,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,5,0.725332405911874,0.021519240954686682,0.004303848190937337,0.05117667991680879,0.44803173337144564,-7.105263157894739,1.0,0.13419789440859511,1.933899815995711,3.1150125212692172,0.9962225861380715,0.9962225861380715,0.021013010859494783,0.0005062300951918994,0.0,1.2757714560639517,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,6,0.8459219495482587,0.01332138230317394,0.0026642764606347883,0.07053269283358787,0.5697307573020274,-7.105263157894739,0.9999999999999999,0.15737659633825998,1.8749055012110438,3.1325788592251,0.9994416881650267,0.9994416881650267,0.021013010859494783,0.0076916285563208425,0.0,1.5660914641873913,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,7,0.6991842059370534,0.023368444260132643,0.004673688852026529,0.0775842792711564,0.42162378861851935,-7.105263157894739,1.0,0.12490168129832017,1.9552477291839856,3.110377490798861,0.9928736514256286,0.9928736514256286,0.021013010859494783,0.0023554334006378602,0.0,1.9765008198550784,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,8,0.8670597168287782,0.011791328552882759,0.002358265710576552,0.09188762509016714,0.591088017790249,-7.105263157894739,1.0,0.15952007204695137,1.8702080701833186,3.1348137933462485,0.9987074026520825,0.9987074026520825,0.021013010859494783,0.009221682306612024,0.0,1.9855878312983335,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,9,0.8868867735397619,0.010296359654215142,0.0020592719308430286,0.11193521091649042,0.611137145669276,-7.105263157894739,0.9999999999999999,0.1616305238982043,1.8671371114882345,3.136633844592346,0.9977780725701039,0.9977780725701039,0.021013010859494783,0.010716651205279641,0.0,2.3787621062870135,0.28134521484375,0.05155175781249999,0.010310351562499999,True
0.2,1.275,10,0.672702236540573,0.025376519929878816,0.0050753039859757635,0.10436893531734259,0.39484286842268634,-7.105263157894739,1.0,0.11228833694786136,1.9813478192501566,3.1045686979380713,0.9878476757639663,0.9878476757639663,0.021013010859494783,0.0043635090703840335,0.0,2.789657121175036,0.28134521484375,0.05155175781249999,0.010310351562499999,True
