level,Mach,alpha
0.45,1.8945205479452056,0.0411975011290079
0.45,1.919178082191781,0.0234080987505646
0.45,1.9465753424657533,-0.0012419087761552
0.50,1.8808219178082193,0.2472038235736866
0.50,1.8863013698630136,0.2224936022881228
0.50,1.8917808219178085,0.1991570073761855
0.50,1.906849315068493,0.1689786241156105
0.50,1.926027397260274,0.1470532891765769
0.50,1.9397260273972603,0.1292337799187114
0.50,1.96027397260274,0.1114330874604848
0.50,1.9808219178082191,0.0922587686286317
0.50,2.004109589041096,0.0772128556375132
0.50,2.021917808219178,0.0635255155803101
0.50,2.0506849315068494,0.0430001505343972
0.50,2.0794520547945208,0.0211011591148578
0.50,2.1013698630136988,0.0046778563901851
