ci=0,,cr=0,,ci_sup=0,,0.01,,0.05,,0.07,,0.1,,0.03,
,,1.3291839557399725,0.007886109901194427,1.4744121715076073,0.35951720501593276,1.6293222683264177,0.22777637682156154,1.5062240663900415,0.1179802541589296,1.3928077455048409,0.0027127606733760024,,,1.6293222683264177,0.14214101770553944
,,1.3651452282157677,0.0011787136165302137,1.5089903181189488,0.347277305273454,1.6694329183955738,0.2210919052749823,1.5255878284923927,0.10979994345231275,1.3775933609958506,-0.0015149431084416909,,,1.6832641770401107,0.12310202272605708
,,1.3900414937759336,0.0013162620450394291,1.5297372060857537,0.3404858516158121,1.7081604426002766,0.2130185766794282,1.544951590594744,0.09747598633685611,,,,,1.7150760719225449,0.11499048623369484
,,,,1.5601659751037344,0.33098545807447494,1.7648686030428768,0.2036633731459619,1.5532503457814661,0.0809472501776668,,,,,1.7413554633471646,0.09994230607581983
,,,,1.5947441217150762,0.3159831273927697,1.8174273858921164,0.19566646034402396,1.5546334716459198,0.05885544424321626,,,,,1.752420470262794,0.0751415602576741
,,,,1.6307053941908713,0.306513300168879,1.8589211618257262,0.18898963037680638,1.5587828492392806,0.06854687726859393,,,,,1.7372060857538036,0.05157683990127088
,,,,1.6680497925311202,0.29566989905473673,1.8948824343015214,0.1836634495617555,1.532503457814661,0.040777377868457865,,,,,1.7081604426002766,0.040366642977770706
,,,,1.706777316735823,0.2862153549895693,1.9405255878284922,0.17286589792378299,1.4896265560165975,0.0239659032728885,,,,,1.6804979253112033,0.03607016498169846
,,,,1.744121715076072,0.27675316934504035,1.9626556016597512,0.1702257322543424,1.4564315352697097,0.012732781611303534,,,,,1.6514522821576763,0.02900361446703814
,,,,1.784232365145228,0.27006869779846104,2.0027662517289073,0.15939761429892335,1.43015214384509,0.005681514255366338,,,,,1.6141078838174274,0.0218912144762079
,,,,1.8229598893499306,0.2633765846725202,2.037344398340249,0.15268257643489763,1.4052558782849238,0.000019103948404097792,,,,,1.5684647302904566,0.014732965009208177
,,,,1.8644536652835408,0.2580809701749158,2.0760719225449518,0.1432280323697303,,,,,,,1.5283540802213,0.010367712798881268
,,,,1.900414937759336,0.25413600482947823,2.1009681881051177,0.13922193438939973,,,,,,,1.4979253112033195,0.007437167113699128
,,,,1.9529737206085755,0.25028273843638016,,,,,,,,,1.4273858921161826,0.002903800157416647
,,,,1.991701244813278,0.2477342717192791,,,,,,,,,,
,,,,2.033195020746888,0.24520108816090125,,,,,,,,,,
,,,,2.0677731673582294,0.2440109121753285,,,,,,,,,,
,,,,2.1009681881051177,0.24281309461039424,,,,,,,,,,
