alpha,Mach,N,gep_cr,gep_ci,gep_omega_i,distance_to_target,distance_to_shooting,selection_source,n_finite_modes,success,accepted,target_cr,target_ci,target_source,shooting_cr,shooting_ci,shooting_omega_i,shooting_spectral_success
0.21,1.2,301,0.23934110943772463,0.08772181471539583,0.018421581090233126,0.04829661186638326,0.05856932773532599,nearest_to_target,111,True,False,0.24172397772493173,0.06360291830356817,blended_continuation,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.21,1.2,361,0.2340494181671575,0.0784853310989098,0.016481919530771057,0.03073831008447956,0.041229668756797504,nearest_to_target,127,True,False,0.24172397772493173,0.06360291830356817,blended_continuation,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.21,1.2,401,0.24166608018256275,0.07421559922321232,0.015585275836874586,0.021225440804236047,0.03145738371121597,nearest_to_target,137,True,False,0.24172397772493173,0.06360291830356817,blended_continuation,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.21,1.2,481,0.23154210719313348,0.0653478824299395,0.013723055310287294,0.010763367815678933,0.018832513604520595,nearest_to_target,158,True,True,0.24172397772493173,0.06360291830356817,blended_continuation,0.2445833333333333,0.05855468750000001,0.012296484375000001,True
0.22499999999999998,1.2,241,0.24175461697247203,0.09721938747854003,0.021874362182671504,0.08120356973373213,0.09337118943828358,nearest_to_target,92,True,False,0.2438668428772534,0.05663134047197581,blended_continuation,0.2520833333333333,0.050820312500000006,0.0114345703125,True
0.22499999999999998,1.2,301,0.23015324718416633,0.08421034859439246,0.0189473284337383,0.05683721899335637,0.0702887382163687,nearest_to_target,106,True,False,0.2438668428772534,0.05663134047197581,blended_continuation,0.2520833333333333,0.050820312500000006,0.0114345703125,True
0.22499999999999998,1.2,361,0.22473313729668065,0.07448268594926148,0.01675860433858383,0.04050655293457679,0.054659536151092515,nearest_to_target,129,True,False,0.2438668428772534,0.05663134047197581,blended_continuation,0.2520833333333333,0.050820312500000006,0.0114345703125,True
0.22499999999999998,1.2,401,0.23377868066638616,0.07083032580463695,0.01593682330604331,0.030136618169616766,0.0440075316174921,nearest_to_target,140,True,False,0.2438668428772534,0.05663134047197581,blended_continuation,0.2520833333333333,0.050820312500000006,0.0114345703125,True
0.22499999999999998,1.2,481,0.2480726764218442,0.06482378828365701,0.014585352363822825,0.016916082300381653,0.028292661680293492,nearest_to_target,165,True,False,0.2438668428772534,0.05663134047197581,blended_continuation,0.2520833333333333,0.050820312500000006,0.0114345703125,True
0.24,1.2,241,0.23154200936999642,0.0943357896394563,0.02264058951346951,0.08768489690312249,0.10528386666754166,nearest_to_target,97,True,False,0.25397907056873764,0.0519529528134628,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
0.24,1.2,301,0.2604444663801065,0.08329949701681309,0.019991879284035143,0.06302558747816668,0.07989420133560753,nearest_to_target,115,True,False,0.25397907056873764,0.0519529528134628,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
0.24,1.2,361,0.24981325157814546,0.07447730996800746,0.01787455439232179,0.045240918522553526,0.06273538132026198,nearest_to_target,126,True,False,0.25397907056873764,0.0519529528134628,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
0.24,1.2,401,0.2556730666309908,0.07012058190637538,0.01682893965753009,0.036374724879914944,0.05354339897608675,nearest_to_target,140,True,False,0.25397907056873764,0.0519529528134628,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
0.24,1.2,481,0.24102165759120991,0.06142034894676673,0.014740883747224013,0.02294386430507722,0.039854181436814455,nearest_to_target,165,True,False,0.25397907056873764,0.0519529528134628,blended_continuation,0.2579166666666666,0.04337239583333333,0.010409374999999998,True
