alpha,ci_reference,omega_i_reference,ci_pinn,ci_abs_err
0.633,0.22633207059912822,0.14326820068924817,0.22566731,0.0006647578578486135
0.644,0.21778662450610692,0.14025458618193287,0.21658204,0.00120457954703862
0.655,0.2093135696266833,0.13710038810547756,0.20754486,0.0017687064026537525
0.666,0.20088586147887233,0.13378998374492898,0.19857049,0.002315371595449478
0.677,0.1925316318366058,0.13034391475338214,0.18967585,0.0028557791802413524
0.6880000000000001,0.18425246602124698,0.12676569662261794,0.18087907,0.003373394666380952
0.699,0.1760247889098123,0.12304132744795879,0.17219989,0.003824898892302836
0.71,0.1678371179183824,0.1191643537220515,0.16365865,0.004178469189058065
0.721,0.15973612000375667,0.11516974252270856,0.15527612,0.004460000294741778
0.732,0.15168969278648908,0.11103685511971001,0.14707334,0.0046163493903022546
0.743,0.14370724476757826,0.10677448286231064,0.13907093,0.0046363166708070225
0.754,0.13576660237874147,0.10236801819357107,0.13128874,0.0044778653201019425
0.765,0.12790237202139898,0.09784531459637022,0.123745605,0.00415676667185827
0.776,0.12005318527293134,0.09316127177179472,0.116458856,0.0035943297035686966
0.787,0.11229348887472199,0.08837497574440621,0.10944394,0.00284954865245865
0.798,0.10454313324926291,0.08342542033291181,0.102714196,0.0018289374017516208
0.809,0.09688787111812143,0.07838228773456024,0.09628059,0.0006072814183762515
0.82,0.08926197195002898,0.07319481699902376,0.09015151,0.000889539182688151
0.831,0.0816872245205486,0.06788208357657588,0.08433262,0.0026453980671322236
0.842,0.0741564916017196,0.062439765928647896,0.078826696,0.00467020407889869
0.853,0.06666619629703124,0.05686626544136765,0.07363399,0.0069677948848191895
0.864,0.05921018435870213,0.05115759928591864,0.06875189,0.009541702128305012
0.875,0.05185217817499905,0.04537065590312417,0.064175434,0.012323256235573003
0.886,0.04447991237095251,0.03940920236066392,0.059897374,0.015417461990800956
0.897,0.03716408031200089,0.0333361800398648,0.055908445,0.018744364956868508
0.908,0.02993003287421176,0.02717646984978428,0.05219777,0.02226773641003659
0.919,0.02269719206529432,0.020858719508005483,0.04875307,0.026055879511062568
0.93,0.01552375949295921,0.014437096328452066,0.04556114,0.030037379047547153
