epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_riccati_anchor,loss_q_supervision,loss_riccati_center_kappa,loss_riccati_center_peak,loss_riccati_boundary_band_kappa,loss_riccati_boundary_band_q,loss_riccati_shooting_match,loss_ci_stability_outside,loss_ci_neutrality,loss_ci_low_alpha_zero,loss_ci_smoothness,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_env_rel_weighted_mean,audit_phase_rel_weighted_mean,audit_peak_shift_weighted_mean,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
13,0.9113801717758179,0.1389847844839096,0.7723953723907471,0.06085006520152092,0.008194735273718834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.9113801717758179,0,,
14,0.8215146660804749,0.2073354721069336,0.6141791939735413,0.04686429351568222,0.007276812102645636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.8215146660804749,0,,
15,0.7304714918136597,0.2595790922641754,0.47089236974716187,0.033666081726551056,0.006711577996611595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.7304714918136597,0,,
16,0.6271826028823853,0.21342842280864716,0.4137541949748993,0.03363443911075592,0.003870490239933133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.6271826028823853,0,,
17,0.5084643363952637,0.1469917595386505,0.36147257685661316,0.033281438052654266,0.0014329092809930444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5084643363952637,0,,
18,0.5939720869064331,0.10987377166748047,0.484098345041275,0.044249605387449265,0.002080114558339119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5939720869064331,0,,
19,0.7115963101387024,0.09302973747253418,0.6185665726661682,0.051397498697042465,0.005229580216109753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.7115963101387024,0,,
20,0.6981801390647888,0.0834605023264885,0.6146143674850464,0.04513772577047348,0.008161855861544609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010526779806241393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.6981801390647888,0,,
21,0.6948307156562805,0.08803166449069977,0.6067990660667419,0.04526732489466667,0.007706290110945702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.6948307156562805,0,,
22,0.7260549068450928,0.10094548016786575,0.6251094341278076,0.05259472131729126,0.004958110861480236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.7260549068450928,0,,
23,0.5412370562553406,0.13229303061962128,0.4089440107345581,0.03360898792743683,0.003642706898972392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5412370562553406,0,,
24,0.4639084041118622,0.17142173647880554,0.29248666763305664,0.02487858384847641,0.0021850422490388155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4639084041118622,0,,
25,0.5639770030975342,0.17143121361732483,0.39254578948020935,0.03716890886425972,0.0010428354144096375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5639770030975342,0,,
26,0.510134756565094,0.14999017119407654,0.36014458537101746,0.03415148705244064,0.0009314845083281398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.510134756565094,0,,
27,0.5652291178703308,0.1263333112001419,0.4388957917690277,0.03979042172431946,0.0020495792850852013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5652291178703308,0,,
28,0.5347150564193726,0.10758055001497269,0.42713451385498047,0.03597114980220795,0.003371151629835367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5347150564193726,0,,
29,0.5724261403083801,0.10849075019359589,0.46393537521362305,0.03829040378332138,0.004051566123962402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5724261403083801,0,,
30,0.5622202157974243,0.11316041648387909,0.4490598142147064,0.037205152213573456,0.0038504134863615036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5622202157974243,0,,
31,0.44466930627822876,0.1082671582698822,0.33640214800834656,0.02825925126671791,0.002690482186153531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.44466930627822876,0,,
32,0.4287661910057068,0.13683298230171204,0.29193320870399475,0.026501908898353577,0.0013457061722874641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4287661910057068,0,,
33,0.45836833119392395,0.13437780737876892,0.32399052381515503,0.030766509473323822,0.0008162709418684244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.45836833119392395,0,,
34,0.41992130875587463,0.14078032970428467,0.27914097905158997,0.026637356728315353,0.0006383704603649676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.41992130875587463,0,,
35,0.48911231756210327,0.12582813203334808,0.3632842004299164,0.034052591770887375,0.0011379136703908443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.48911231756210327,0,,
36,0.5438750386238098,0.11723630130290985,0.42663875222206116,0.03902553766965866,0.001819167984649539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5438750386238098,0,,
37,0.5894027352333069,0.10846422612667084,0.48093852400779724,0.0429338738322258,0.002579987980425358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5894027352333069,0,,
38,0.5318822860717773,0.1012532114982605,0.43062907457351685,0.0371633842587471,0.0029497628565877676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5318822860717773,0,,
39,0.49268782138824463,0.10072183609008789,0.39196598529815674,0.03353974595665932,0.002828427357599139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.49268782138824463,0,,
40,0.39379578828811646,0.1034335196018219,0.29025882482528687,0.023731326684355736,0.0026472783647477627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010344545444240794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.39379578828811646,0,,
41,0.42149102687835693,0.11433108150959015,0.3071599304676056,0.027424145489931107,0.0016459240578114986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.42149102687835693,0,,
42,0.45644325017929077,0.13739624619483948,0.3190470039844513,0.029910676181316376,0.0009970110841095448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.45644325017929077,0,,
43,0.4577130675315857,0.1486009806394577,0.3091120719909668,0.02924373745918274,0.0008337341714650393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4577130675315857,0,,
44,0.4864751696586609,0.14658452570438385,0.33989065885543823,0.032100096344947815,0.0009444854222238064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4864751696586609,0,,
45,0.47024428844451904,0.13209667801856995,0.3381476104259491,0.03120506927371025,0.0013048448599874973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.47024428844451904,0,,
46,0.40228402614593506,0.11756835877895355,0.2847156524658203,0.02509697899222374,0.001687292824499309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.40228402614593506,0,,
47,0.4579208791255951,0.11398550868034363,0.34393537044525146,0.030351070687174797,0.0020212335512042046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4579208791255951,0,,
48,0.45364782214164734,0.11442804336547852,0.3392197787761688,0.029813867062330246,0.002054055454209447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.45364782214164734,0,,
49,0.39618608355522156,0.11271392554044724,0.2834721505641937,0.02489735558629036,0.0017249302472919226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.39618608355522156,0,,
50,0.43394720554351807,0.12284746766090393,0.31109973788261414,0.02901797741651535,0.001045997254550457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.43394720554351807,0,,
51,0.5406489372253418,0.1392897069454193,0.4013592600822449,0.0385037437081337,0.0008160925353877246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5406489372253418,0,,
52,0.5114176869392395,0.12617409229278564,0.38524359464645386,0.03658013045787811,0.0009721142123453319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.5114176869392395,0,,
53,0.46004414558410645,0.11401822417974472,0.34602591395378113,0.032332539558410645,0.001135026104748249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.46004414558410645,0,,
54,0.4151253402233124,0.11165547370910645,0.30346986651420593,0.026713140308856964,0.0018169241957366467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4151253402233124,0,,
55,0.4841827154159546,0.11727403849363327,0.3669086694717407,0.033450596034526825,0.0016201352700591087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4841827154159546,0,,
56,0.4876721501350403,0.12158720195293427,0.3660849332809448,0.0332372672855854,0.00168561318423599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4876721501350403,0,,
57,0.40435659885406494,0.10933072865009308,0.29502588510513306,0.02523549646139145,0.0021335454657673836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.40435659885406494,0,,
58,0.4256007969379425,0.12149979919195175,0.30410099029541016,0.027515143156051636,0.0014474776107817888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4256007969379425,0,,
59,0.4028451442718506,0.12107186019420624,0.28177329897880554,0.02612157166004181,0.0010278787231072783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4028451442718506,0,,
60,0.4408911168575287,0.13517338037490845,0.3055901527404785,0.0288010835647583,0.0008789653657004237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001275973190786317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4408911168575287,0,,
61,0.47298941016197205,0.1357983946800232,0.33719101548194885,0.032104577869176865,0.0008072611526586115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.47298941016197205,0,,
62,0.49839937686920166,0.12557005882263184,0.3728293180465698,0.03476781025528908,0.0012575604487210512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.49839937686920166,0,,
63,0.40008631348609924,0.11076992750167847,0.2893163859844208,0.02594054862856865,0.0014955452643334866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.40008631348609924,0,,
64,0.38292205333709717,0.11001814901828766,0.2729039192199707,0.023972870782017708,0.0016587612917646766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.38292205333709717,0,,
65,0.41661861538887024,0.1028459444642067,0.31377267837524414,0.027681346982717514,0.0018479605205357075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.41661861538887024,0,,
66,0.4900827407836914,0.11817194521427155,0.37191078066825867,0.034190572798252106,0.0015002530999481678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4900827407836914,0,,
67,0.4431951642036438,0.11791995167732239,0.3252752125263214,0.029389865696430206,0.0015688281273469329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4431951642036438,0,,
68,0.39772462844848633,0.11655841767787933,0.2811661958694458,0.025325531139969826,0.0013955450849607587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.39772462844848633,0,,
69,0.4245831370353699,0.12579844892024994,0.29878470301628113,0.027459751814603806,0.0012093582190573215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0,3.0000009536743164,0.20000101625919342,,,,,,,,,,,,,,,,0.4245831370353699,0,,
